trip_set_code,region_name,region_id,location_name,location_code,location_id,site_name,site_code,site_type,site_id,reef_name,reef_code,reef_type,reef_id,trip_year,trip_code,set_code,set_id,set_latitude,set_longitude,team,set_date,drop_time,haul_time,shark_id,common_name,latin_name,family,species_group,functional_group,maxn,min_event_time_milli,min_event_time_mins,equipment_frame_type,equipment_camera,equipment_stereo_camera,equipment_camera_height,equipment_arm_length,video_filename,video_source,video_filepath,splendor_image_url,total_assignments,reviewed_assignments,has_complete_master,depth,bait,bait_oiled,current_flow_estimated,current_flow_instrumented,visibility,field_of_view,substrate_relief_sd,substrate_relief_mean,ascidians,bleached_corals,bryozoa,consolidated,crinoids,halimeda,hard_coral,hydrocoral,hydroids,invertebrate_complex,macroalgae,mangrove,seagrass,soft_coral,sponge,true_anemones,unconsolidated,zoanthids,mark_zero_time,mark_60_mins,mark_90_mins,mark_haul_time,mark_stopped_reading,video_length_watched,protection_status,mpa_name,mpa_area,mpa_year_founded,mpa_isolation,mpa_compliance,bait_family,PI,Remote,Shark_Protection_Status,Shark_fishing_restrictions,Shark_gears,Datasheet_Source,set_productivity_2017ave,local_population_2010,local_population_2015,population_proporationaldifference_2010.15,drop_hr,unique_id,unique_reserve
FP_2015_BS_01_EXM_001,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_001,2958,24.0,-76.0,SBU,31/05/2015,14:31:00,16:07:00,26,Yellow round ray,Urobatis jamaicensis,Urotrygonidae,Ray,small_ray,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_001.mp4,,,NA,1,1,1,11,bonito,FALSE,,NA,9,Open,0.8756,2.1,0,0,0,0,0,0,0,0,0,0,11,0,0,66,11,0,11,0,102275,3702033,NA,NA,NA,3599758,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.57693125,378188.0847,409491.2628,0.082771455,14,FP_2015_BS_01_EXM_001,Exuma Cays
FP_2015_BS_01_EXM_008,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_008,2965,24.0,-76.0,SBU,31/05/2015,12:20:00,14:04:00,26,Yellow round ray,Urobatis jamaicensis,Urotrygonidae,Ray,small_ray,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_008.mp4,,,NA,1,1,1,11.4,bonito,FALSE,,NA,10,Open,0.6749,0.7,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,70,0,89672,3689859,NA,NA,NA,3600187,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.57693125,378290.7353,409437.63,0.082335865,12,FP_2015_BS_01_EXM_008,Exuma Cays
FP_2015_BS_01_EXM_008,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_008,2965,24.0,-76.0,SBU,31/05/2015,12:20:00,14:04:00,24,Caribbean reef shark,Carcharhinus perezi,Carcharhinidae,Shark,reef_meso,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_008.mp4,,,NA,1,1,1,11.4,bonito,FALSE,,NA,10,Open,0.6749,0.7,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,70,0,89672,3689859,NA,NA,NA,3600187,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.57693125,378290.7353,409437.63,0.082335865,12,FP_2015_BS_01_EXM_008,Exuma Cays
FP_2015_BS_01_EXM_009,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_009,2966,24.0,-76.0,SBU,31/05/2015,10:18:00,11:59:00,9999,,,,,,0,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_009.mp4,,,NA,1,1,1,10.2,bonito,FALSE,,NA,9,Open,0.3162,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,149255,3749853,NA,NA,NA,3600598,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.57693125,378344.2816,409379.4034,0.082028785,10,FP_2015_BS_01_EXM_009,Exuma Cays
FP_2015_BS_01_EXM_010,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_010,2967,24.0,-76.0,SBU,31/05/2015,10:02:00,11:47:00,24,Caribbean reef shark,Carcharhinus perezi,Carcharhinidae,Shark,reef_meso,4,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_010.mp4,,,NA,1,1,1,14.4,bonito,FALSE,,NA,10,Open,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,99703,3699340,NA,NA,NA,3599637,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.57693125,378488.2139,409397.8768,0.081666117,10,FP_2015_BS_01_EXM_010,Exuma Cays
FP_2015_BS_01_EXM_010,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_010,2967,24.0,-76.0,SBU,31/05/2015,10:02:00,11:47:00,23,Nurse shark,Ginglymostoma cirratum,Ginglymostomatidae,Shark,benthic_rover,3,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_010.mp4,,,NA,1,1,1,14.4,bonito,FALSE,,NA,10,Open,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,0,99703,3699340,NA,NA,NA,3599637,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.57693125,378488.2139,409397.8768,0.081666117,10,FP_2015_BS_01_EXM_010,Exuma Cays
FP_2015_BS_01_EXM_011,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_011,2968,24.0,-76.0,SBU,6/01/2015,14:21:00,16:05:00,24,Caribbean reef shark,Carcharhinus perezi,Carcharhinidae,Shark,reef_meso,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_011.mp4,,,NA,1,1,1,12.1,bonito,FALSE,,NA,10,Open,0.8233,1.3,0,0,0,50,0,0,0,0,0,0,10,0,0,20,0,0,20,0,85506,3685954,NA,NA,NA,3600448,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.102241667,378501.3726,409322.5679,0.081429547,14,FP_2015_BS_01_EXM_011,Exuma Cays
FP_2015_BS_01_EXM_011,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_011,2968,24.0,-76.0,SBU,6/01/2015,14:21:00,16:05:00,23,Nurse shark,Ginglymostoma cirratum,Ginglymostomatidae,Shark,benthic_rover,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_011.mp4,,,NA,1,1,1,12.1,bonito,FALSE,,NA,10,Open,0.8233,1.3,0,0,0,50,0,0,0,0,0,0,10,0,0,20,0,0,20,0,85506,3685954,NA,NA,NA,3600448,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.102241667,378501.3726,409322.5679,0.081429547,14,FP_2015_BS_01_EXM_011,Exuma Cays
FP_2015_BS_01_EXM_013,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_013,2970,24.0,-76.0,SBU,6/01/2015,11:22:00,12:58:00,9999,,,,,,0,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_013.mp4,,,NA,1,1,1,9.7,bonito,FALSE,,NA,9,Open,1.3229,0.6667,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,75,0,72395,3672011,NA,NA,NA,3599616,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,377985.7342,407909.2785,0.079165804,11,FP_2015_BS_01_EXM_013,Exuma Cays
FP_2015_BS_01_EXM_014,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_014,2971,24.0,-76.0,SBU,6/01/2015,9:34:00,11:06:00,21,Great hammerhead shark,Sphyrna mokarran,Sphyrnidae,Shark,apex,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_014.mp4,,,NA,1,1,1,11.1,bonito,FALSE,,NA,9,Open,0.4216,0.2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,90,0,79045,3679863,NA,NA,NA,3600818,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378012.9525,407877.4341,0.079003858,9,FP_2015_BS_01_EXM_014,Exuma Cays
FP_2015_BS_01_EXM_014,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_014,2971,24.0,-76.0,SBU,6/01/2015,9:34:00,11:06:00,24,Caribbean reef shark,Carcharhinus perezi,Carcharhinidae,Shark,reef_meso,3,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_014.mp4,,,NA,1,1,1,11.1,bonito,FALSE,,NA,9,Open,0.4216,0.2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,90,0,79045,3679863,NA,NA,NA,3600818,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378012.9525,407877.4341,0.079003858,9,FP_2015_BS_01_EXM_014,Exuma Cays
FP_2015_BS_01_EXM_015,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_015,2972,24.0,-76.0,SBU,6/01/2015,9:21:00,10:56:00,28,Southern stingray,Hypanus americanus,Dasyatidae,Ray,large_ray,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_015.mp4,,,NA,1,1,1,17.3,bonito,FALSE,,NA,9,Open,0.9487,1.3,0,0,0,37,0,0,0,0,0,0,0,0,0,12,0,0,50,0,148606,3748117,NA,NA,NA,3599511,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378048.6485,407812.6637,0.078730648,9,FP_2015_BS_01_EXM_015,Exuma Cays
FP_2015_BS_01_EXM_016,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_016,2973,24.0,-76.0,SBU,6/01/2015,9:08:00,10:43:00,9999,,,,,,0,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_016.mp4,,,NA,1,1,1,10.1,bonito,FALSE,,NA,9,Open,0.6749,0.3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,90,0,157527,3757995,NA,NA,NA,3600468,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378005.4738,407650.4802,0.078424807,9,FP_2015_BS_01_EXM_016,Exuma Cays
FP_2015_BS_01_EXM_017,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_017,2974,24.0,-76.0,SBU,2/06/2015,9:06:00,10:50:00,9999,,,,,,0,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_017.mp4,,,NA,1,1,1,9.6,bonito,FALSE,,NA,9,Open,0.5477,0.4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,60,0,82734,3622837,NA,NA,NA,3540103,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378060.8617,407671.4827,0.078322365,9,FP_2015_BS_01_EXM_017,Exuma Cays
FP_2015_BS_01_EXM_018,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_018,2975,24.0,-76.0,SBU,2/06/2015,9:24:00,11:02:00,24,Caribbean reef shark,Carcharhinus perezi,Carcharhinidae,Shark,reef_meso,2,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_018.mp4,,,NA,1,1,1,13.7,bonito,FALSE,,NA,9,Open,0.6467,0.7273,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,40,0,93216,3693620,NA,NA,NA,3600404,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378327.8909,407909.7568,0.078191079,9,FP_2015_BS_01_EXM_018,Exuma Cays
FP_2015_BS_01_EXM_018,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_018,2975,24.0,-76.0,SBU,2/06/2015,9:24:00,11:02:00,23,Nurse shark,Ginglymostoma cirratum,Ginglymostomatidae,Shark,benthic_rover,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_018.mp4,,,NA,1,1,1,13.7,bonito,FALSE,,NA,9,Open,0.6467,0.7273,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,40,0,93216,3693620,NA,NA,NA,3600404,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378327.8909,407909.7568,0.078191079,9,FP_2015_BS_01_EXM_018,Exuma Cays
FP_2015_BS_01_EXM_019,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_019,2976,24.0,-76.0,SBU,2/06/2015,11:26:00,13:02:00,17,Sharpnose shark (Atlantic/Carib),Rhizoprionodon sp.,Carcharhinidae,Shark,coastal_rover,2,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_019.mp4,,,NA,1,1,1,18.8,bonito,FALSE,,NA,10,Open,0.9439,1.0909,0,0,0,63,0,0,0,0,0,0,9,0,0,0,0,0,27,0,103386,3703135,NA,NA,NA,3599749,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378852.798,408404.5054,0.078003139,11,FP_2015_BS_01_EXM_019,Exuma Cays
FP_2015_BS_01_EXM_019,Western Atlantic,1,Bahamas,BS,3,Exumas,EX,I,28,Middle,M,slope,66,2015,FP_2015_BS_01,EXM_019,2976,24.0,-76.0,SBU,2/06/2015,11:26:00,13:02:00,24,Caribbean reef shark,Carcharhinus perezi,Carcharhinidae,Shark,reef_meso,1,NA,NA,Rebar,GoPro Hero 3,FALSE,100,100,FP_2015_BS_01_EXM_019.mp4,,,NA,1,1,1,18.8,bonito,FALSE,,NA,10,Open,0.9439,1.0909,0,0,0,63,0,0,0,0,0,0,9,0,0,0,0,0,27,0,103386,3703135,NA,NA,NA,3599749,closed,Exuma Cays Land and Sea Park,455.8,1986,continuous,high,Scombridae,Chapman,No,Closed,Area; Gear; Species,NA,Additional Reef Covariates - Master_GinaEdits,0.25125625,378852.798,408404.5054,0.078003139,11,FP_2015_BS_01_EXM_019,Exuma Cays
